Modelo utilizado:
VGG16 (sin la capa superior de clasificación, preentrenado en ImageNet)

Parámetros del modelo de KNN:
Algoritmo: brute
Metric: cosine
n_neighbors: 6

Resultados de la evaluación:
Precision promedio: 0.5485894275540948
Recall promedio: 0.4934515657810646
Distancia promedio: 0.12459341436624527
Tiempo de recuperación promedio: 0.5508880290029082 segundos
mAP (Mean Average Precision): 0.03507240065774285

Resultados detallados:
Consulta 1: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.6095 segundos
Consulta 230: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5177 segundos
Consulta 231: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4583 segundos
Consulta 232: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.11, Retrieval Time: 0.4453 segundos
Consulta 233: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5581 segundos
Consulta 234: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.4840 segundos
Consulta 235: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4603 segundos
Consulta 236: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4520 segundos
Consulta 237: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.16, Retrieval Time: 0.4410 segundos
Consulta 238: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4455 segundos
Consulta 239: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4501 segundos
Consulta 240: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4691 segundos
Consulta 241: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.4620 segundos
Consulta 242: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.14, Retrieval Time: 0.4605 segundos
Consulta 243: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.16, Retrieval Time: 0.4562 segundos
Consulta 244: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.14, Retrieval Time: 0.4620 segundos
Consulta 245: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.12, Retrieval Time: 0.4551 segundos
Consulta 246: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.11, Retrieval Time: 0.4496 segundos
Consulta 247: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4481 segundos
Consulta 248: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4581 segundos
Consulta 249: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.18, Retrieval Time: 0.4771 segundos
Consulta 250: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.11, Retrieval Time: 0.4837 segundos
Consulta 251: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4668 segundos
Consulta 252: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 0.11, Retrieval Time: 0.4511 segundos
Consulta 253: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.05, Retrieval Time: 0.4486 segundos
Consulta 254: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4520 segundos
Consulta 255: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.4609 segundos
Consulta 256: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.23, Retrieval Time: 0.4741 segundos
Consulta 257: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4780 segundos
Consulta 258: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.10, Retrieval Time: 0.4611 segundos
Consulta 259: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.11, Retrieval Time: 0.4640 segundos
Consulta 260: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.12, Retrieval Time: 0.4600 segundos
Consulta 261: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.16, Retrieval Time: 0.4700 segundos
Consulta 262: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5811 segundos
Consulta 263: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4581 segundos
Consulta 264: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4693 segundos
Consulta 265: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4746 segundos
Consulta 266: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4540 segundos
Consulta 267: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.07, Retrieval Time: 0.4450 segundos
Consulta 268: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.17, Retrieval Time: 0.4581 segundos
Consulta 269: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4551 segundos
Consulta 270: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.4297 segundos
Consulta 271: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4382 segundos
Consulta 272: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4643 segundos
Consulta 273: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.4510 segundos
Consulta 274: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.18, Retrieval Time: 0.4661 segundos
Consulta 275: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4771 segundos
Consulta 276: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.10, Retrieval Time: 0.4666 segundos
Consulta 277: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.6230 segundos
Consulta 278: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.09, Retrieval Time: 0.5360 segundos
Consulta 279: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4706 segundos
Consulta 280: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.18, Retrieval Time: 0.4630 segundos
Consulta 281: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.07, Retrieval Time: 0.4683 segundos
Consulta 282: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.12, Retrieval Time: 0.4590 segundos
Consulta 283: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.4537 segundos
Consulta 284: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.17, Retrieval Time: 0.4713 segundos
Consulta 285: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4584 segundos
Consulta 286: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.17, Retrieval Time: 0.4451 segundos
Consulta 287: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.10, Retrieval Time: 0.4596 segundos
Consulta 288: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.10, Retrieval Time: 0.4666 segundos
Consulta 289: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.10, Retrieval Time: 0.4671 segundos
Consulta 290: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5156 segundos
Consulta 291: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.11, Retrieval Time: 0.5036 segundos
Consulta 292: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.15, Retrieval Time: 0.5042 segundos
Consulta 293: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.11, Retrieval Time: 0.4944 segundos
Consulta 294: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5060 segundos
Consulta 295: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.13, Retrieval Time: 0.4922 segundos
Consulta 296: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.5721 segundos
Consulta 297: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.18, Retrieval Time: 0.4762 segundos
Consulta 298: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.4480 segundos
Consulta 299: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.4573 segundos
Consulta 300: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4600 segundos
Consulta 301: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.13, Retrieval Time: 0.4591 segundos
Consulta 302: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.11, Retrieval Time: 0.4550 segundos
Consulta 303: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.12, Retrieval Time: 0.5292 segundos
Consulta 304: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.5086 segundos
Consulta 305: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4782 segundos
Consulta 306: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.4730 segundos
Consulta 307: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.10, Retrieval Time: 0.4656 segundos
Consulta 308: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.13, Retrieval Time: 0.4700 segundos
Consulta 309: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.14, Retrieval Time: 0.4871 segundos
Consulta 310: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.4680 segundos
Consulta 311: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4730 segundos
Consulta 312: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.16, Retrieval Time: 0.4741 segundos
Consulta 313: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4590 segundos
Consulta 314: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.4718 segundos
Consulta 315: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.4680 segundos
Consulta 316: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4600 segundos
Consulta 317: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5225 segundos
Consulta 318: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4660 segundos
Consulta 319: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.10, Retrieval Time: 0.4600 segundos
Consulta 320: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.5543 segundos
Consulta 321: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.14, Retrieval Time: 0.4696 segundos
Consulta 322: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.13, Retrieval Time: 0.4473 segundos
Consulta 323: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4626 segundos
Consulta 324: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.11, Retrieval Time: 0.4571 segundos
Consulta 325: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.15, Retrieval Time: 0.4721 segundos
Consulta 326: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5290 segundos
Consulta 327: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4627 segundos
Consulta 328: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4630 segundos
Consulta 329: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4571 segundos
Consulta 330: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.4711 segundos
Consulta 331: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4611 segundos
Consulta 332: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.15, Retrieval Time: 0.4460 segundos
Consulta 333: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.11, Retrieval Time: 0.4490 segundos
Consulta 334: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4760 segundos
Consulta 335: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4530 segundos
Consulta 336: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.4390 segundos
Consulta 337: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4370 segundos
Consulta 338: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.4541 segundos
Consulta 339: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.4616 segundos
Consulta 340: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.16, Retrieval Time: 0.4465 segundos
Consulta 341: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.12, Retrieval Time: 0.4361 segundos
Consulta 342: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.4420 segundos
Consulta 343: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.14, Retrieval Time: 0.4570 segundos
Consulta 344: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4422 segundos
Consulta 345: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5130 segundos
Consulta 346: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.12, Retrieval Time: 0.5070 segundos
Consulta 347: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.20, Retrieval Time: 0.4601 segundos
Consulta 348: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4501 segundos
Consulta 349: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4494 segundos
Consulta 350: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4480 segundos
Consulta 351: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.10, Retrieval Time: 0.4790 segundos
Consulta 352: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.5030 segundos
Consulta 353: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.12, Retrieval Time: 0.4856 segundos
Consulta 354: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.17, Retrieval Time: 0.4441 segundos
Consulta 355: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.4492 segundos
Consulta 356: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.4507 segundos
Consulta 357: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.12, Retrieval Time: 0.4520 segundos
Consulta 358: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.4420 segundos
Consulta 359: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.12, Retrieval Time: 0.4646 segundos
Consulta 360: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.13, Retrieval Time: 0.4696 segundos
Consulta 361: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4942 segundos
Consulta 362: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.17, Retrieval Time: 0.4520 segundos
Consulta 363: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.15, Retrieval Time: 0.4531 segundos
Consulta 364: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.09, Retrieval Time: 0.5640 segundos
Consulta 365: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.6210 segundos
Consulta 366: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5940 segundos
Consulta 367: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5098 segundos
Consulta 368: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.16, Retrieval Time: 0.4887 segundos
Consulta 369: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4370 segundos
Consulta 370: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.4470 segundos
Consulta 371: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 0.08, Retrieval Time: 0.7121 segundos
Consulta 372: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4609 segundos
Consulta 373: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4670 segundos
Consulta 374: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4346 segundos
Consulta 375: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4621 segundos
Consulta 376: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.12, Retrieval Time: 0.4471 segundos
Consulta 377: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.12, Retrieval Time: 0.6228 segundos
Consulta 378: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.4800 segundos
Consulta 379: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4776 segundos
Consulta 380: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.5130 segundos
Consulta 381: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.7169 segundos
Consulta 382: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.5610 segundos
Consulta 383: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5013 segundos
Consulta 384: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.5171 segundos
Consulta 385: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.4652 segundos
Consulta 386: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.4716 segundos
Consulta 387: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.11, Retrieval Time: 0.4556 segundos
Consulta 388: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4696 segundos
Consulta 389: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 0.15, Retrieval Time: 0.5095 segundos
Consulta 390: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5520 segundos
Consulta 391: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5398 segundos
Consulta 392: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.18, Retrieval Time: 0.5556 segundos
Consulta 393: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.5150 segundos
Consulta 394: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.4731 segundos
Consulta 395: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.11, Retrieval Time: 0.5211 segundos
Consulta 396: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.11, Retrieval Time: 0.5380 segundos
Consulta 397: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4589 segundos
Consulta 398: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.4621 segundos
Consulta 399: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.10, Retrieval Time: 0.5133 segundos
Consulta 400: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.08, Retrieval Time: 0.4855 segundos
Consulta 401: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.15, Retrieval Time: 0.4911 segundos
Consulta 402: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.5091 segundos
Consulta 403: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4540 segundos
Consulta 404: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.18, Retrieval Time: 0.5531 segundos
Consulta 405: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.6060 segundos
Consulta 406: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.5526 segundos
Consulta 407: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5236 segundos
Consulta 408: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.18, Retrieval Time: 0.4582 segundos
Consulta 409: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.09, Retrieval Time: 0.4595 segundos
Consulta 410: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4543 segundos
Consulta 411: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.14, Retrieval Time: 0.5140 segundos
Consulta 412: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4691 segundos
Consulta 413: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 0.13, Retrieval Time: 0.5376 segundos
Consulta 414: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5631 segundos
Consulta 415: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.15, Retrieval Time: 0.5003 segundos
Consulta 416: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5465 segundos
Consulta 417: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.7160 segundos
Consulta 418: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.07, Retrieval Time: 0.5600 segundos
Consulta 419: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.5171 segundos
Consulta 420: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5635 segundos
Consulta 421: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.4931 segundos
Consulta 422: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4803 segundos
Consulta 423: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.5420 segundos
Consulta 424: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.6860 segundos
Consulta 425: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.17, Retrieval Time: 0.5270 segundos
Consulta 426: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.14, Retrieval Time: 0.6460 segundos
Consulta 427: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.7950 segundos
Consulta 428: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5354 segundos
Consulta 429: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.7916 segundos
Consulta 430: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.14, Retrieval Time: 0.6050 segundos
Consulta 431: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.15, Retrieval Time: 0.4636 segundos
Consulta 432: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4746 segundos
Consulta 433: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.15, Retrieval Time: 0.5015 segundos
Consulta 434: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4816 segundos
Consulta 435: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.14, Retrieval Time: 0.4685 segundos
Consulta 436: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.11, Retrieval Time: 0.4811 segundos
Consulta 437: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.4536 segundos
Consulta 438: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4800 segundos
Consulta 439: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.5088 segundos
Consulta 440: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.5920 segundos
Consulta 441: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5580 segundos
Consulta 442: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.7181 segundos
Consulta 443: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.6801 segundos
Consulta 444: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.19, Retrieval Time: 0.6171 segundos
Consulta 445: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4575 segundos
Consulta 446: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.7034 segundos
Consulta 447: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.6220 segundos
Consulta 448: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4755 segundos
Consulta 449: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.16, Retrieval Time: 0.4611 segundos
Consulta 450: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.4632 segundos
Consulta 451: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.14, Retrieval Time: 0.4767 segundos
Consulta 452: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.14, Retrieval Time: 0.5480 segundos
Consulta 453: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5315 segundos
Consulta 454: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.5012 segundos
Consulta 455: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.6013 segundos
Consulta 456: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.15, Retrieval Time: 0.8898 segundos
Consulta 457: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5780 segundos
Consulta 458: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5161 segundos
Consulta 459: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5120 segundos
Consulta 460: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.6640 segundos
Consulta 461: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.5490 segundos
