Modelo utilizado:
VGG16 (sin la capa superior de clasificación, preentrenado en ImageNet)

Parámetros del modelo de KNN:
Algoritmo: ball_tree
n_neighbors: 6

Resultados de la evaluación:
Precision promedio: 0.5056012051492741
Recall promedio: 0.44932895097233627
Distancia promedio: 44.84403442229147
Tiempo de recuperación promedio: 0.14266919541182632 segundos
mAP (Mean Average Precision): 0.033854479058711924

Resultados detallados:
Consulta 1: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 45.24, Retrieval Time: 0.1790 segundos
Consulta 230: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 39.29, Retrieval Time: 0.1410 segundos
Consulta 231: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.51, Retrieval Time: 0.1570 segundos
Consulta 232: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.14, Retrieval Time: 0.1450 segundos
Consulta 233: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.10, Retrieval Time: 0.1520 segundos
Consulta 234: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 55.16, Retrieval Time: 0.1350 segundos
Consulta 235: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.11, Retrieval Time: 0.1375 segundos
Consulta 236: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.53, Retrieval Time: 0.1350 segundos
Consulta 237: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 55.05, Retrieval Time: 0.1340 segundos
Consulta 238: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.16, Retrieval Time: 0.1360 segundos
Consulta 239: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.98, Retrieval Time: 0.1350 segundos
Consulta 240: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 49.06, Retrieval Time: 0.2680 segundos
Consulta 241: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 46.80, Retrieval Time: 0.1490 segundos
Consulta 242: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 46.78, Retrieval Time: 0.1380 segundos
Consulta 243: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 52.72, Retrieval Time: 0.1360 segundos
Consulta 244: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 48.87, Retrieval Time: 0.1350 segundos
Consulta 245: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 43.10, Retrieval Time: 0.1370 segundos
Consulta 246: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 42.64, Retrieval Time: 0.1400 segundos
Consulta 247: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.39, Retrieval Time: 0.1450 segundos
Consulta 248: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.38, Retrieval Time: 0.1500 segundos
Consulta 249: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 56.11, Retrieval Time: 0.1470 segundos
Consulta 250: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 41.27, Retrieval Time: 0.1520 segundos
Consulta 251: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.91, Retrieval Time: 0.1470 segundos
Consulta 252: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 42.18, Retrieval Time: 0.1450 segundos
Consulta 253: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 26.79, Retrieval Time: 0.1440 segundos
Consulta 254: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.17, Retrieval Time: 0.1390 segundos
Consulta 255: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 51.55, Retrieval Time: 0.1380 segundos
Consulta 256: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 61.90, Retrieval Time: 0.1360 segundos
Consulta 257: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.10, Retrieval Time: 0.1350 segundos
Consulta 258: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 39.23, Retrieval Time: 0.1340 segundos
Consulta 259: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 41.71, Retrieval Time: 0.1370 segundos
Consulta 260: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 43.87, Retrieval Time: 0.1410 segundos
Consulta 261: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 51.48, Retrieval Time: 0.1330 segundos
Consulta 262: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.07, Retrieval Time: 0.1370 segundos
Consulta 263: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.53, Retrieval Time: 0.1350 segundos
Consulta 264: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 41.61, Retrieval Time: 0.1340 segundos
Consulta 265: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 48.31, Retrieval Time: 0.1360 segundos
Consulta 266: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 36.71, Retrieval Time: 0.1350 segundos
Consulta 267: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 33.16, Retrieval Time: 0.1420 segundos
Consulta 268: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 53.50, Retrieval Time: 0.1380 segundos
Consulta 269: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 49.74, Retrieval Time: 0.1370 segundos
Consulta 270: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 56.78, Retrieval Time: 0.1350 segundos
Consulta 271: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.76, Retrieval Time: 0.1380 segundos
Consulta 272: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.76, Retrieval Time: 0.1370 segundos
Consulta 273: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 56.87, Retrieval Time: 0.1360 segundos
Consulta 274: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 53.17, Retrieval Time: 0.1390 segundos
Consulta 275: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.45, Retrieval Time: 0.1440 segundos
Consulta 276: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 37.45, Retrieval Time: 0.1500 segundos
Consulta 277: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.03, Retrieval Time: 0.1430 segundos
Consulta 278: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 35.26, Retrieval Time: 0.1470 segundos
Consulta 279: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.08, Retrieval Time: 0.1490 segundos
Consulta 280: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 56.62, Retrieval Time: 0.1370 segundos
Consulta 281: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 31.27, Retrieval Time: 0.1340 segundos
Consulta 282: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 44.95, Retrieval Time: 0.1350 segundos
Consulta 283: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 48.47, Retrieval Time: 0.1330 segundos
Consulta 284: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 55.15, Retrieval Time: 0.1350 segundos
Consulta 285: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.57, Retrieval Time: 0.1350 segundos
Consulta 286: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 54.36, Retrieval Time: 0.1370 segundos
Consulta 287: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 38.57, Retrieval Time: 0.1340 segundos
Consulta 288: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 37.11, Retrieval Time: 0.1340 segundos
Consulta 289: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 39.30, Retrieval Time: 0.1340 segundos
Consulta 290: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.68, Retrieval Time: 0.1350 segundos
Consulta 291: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 42.52, Retrieval Time: 0.1376 segundos
Consulta 292: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 51.07, Retrieval Time: 0.1352 segundos
Consulta 293: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 42.30, Retrieval Time: 0.1340 segundos
Consulta 294: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.10, Retrieval Time: 0.1370 segundos
Consulta 295: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 45.48, Retrieval Time: 0.1350 segundos
Consulta 296: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 43.88, Retrieval Time: 0.1370 segundos
Consulta 297: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 56.90, Retrieval Time: 0.1340 segundos
Consulta 298: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.00, Retrieval Time: 0.1360 segundos
Consulta 299: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 53.98, Retrieval Time: 0.1400 segundos
Consulta 300: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.75, Retrieval Time: 0.1390 segundos
Consulta 301: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 45.11, Retrieval Time: 0.1360 segundos
Consulta 302: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 41.86, Retrieval Time: 0.2120 segundos
Consulta 303: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 43.13, Retrieval Time: 0.1370 segundos
Consulta 304: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 55.36, Retrieval Time: 0.1360 segundos
Consulta 305: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 44.12, Retrieval Time: 0.1370 segundos
Consulta 306: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 50.15, Retrieval Time: 0.1360 segundos
Consulta 307: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 41.14, Retrieval Time: 0.1470 segundos
Consulta 308: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 46.56, Retrieval Time: 0.1430 segundos
Consulta 309: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 48.34, Retrieval Time: 0.1350 segundos
Consulta 310: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 49.65, Retrieval Time: 0.1365 segundos
Consulta 311: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.60, Retrieval Time: 0.1359 segundos
Consulta 312: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 52.30, Retrieval Time: 0.1370 segundos
Consulta 313: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 36.33, Retrieval Time: 0.1335 segundos
Consulta 314: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 44.95, Retrieval Time: 0.1360 segundos
Consulta 315: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 43.01, Retrieval Time: 0.1331 segundos
Consulta 316: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.23, Retrieval Time: 0.1344 segundos
Consulta 317: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.63, Retrieval Time: 0.1330 segundos
Consulta 318: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.56, Retrieval Time: 0.1380 segundos
Consulta 319: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 40.95, Retrieval Time: 0.1385 segundos
Consulta 320: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 48.17, Retrieval Time: 0.1340 segundos
Consulta 321: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 46.68, Retrieval Time: 0.1340 segundos
Consulta 322: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 46.49, Retrieval Time: 0.1350 segundos
Consulta 323: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.97, Retrieval Time: 0.1363 segundos
Consulta 324: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 41.99, Retrieval Time: 0.1331 segundos
Consulta 325: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 48.30, Retrieval Time: 0.1350 segundos
Consulta 326: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.20, Retrieval Time: 0.1330 segundos
Consulta 327: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 35.55, Retrieval Time: 0.1350 segundos
Consulta 328: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.33, Retrieval Time: 0.1430 segundos
Consulta 329: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 39.70, Retrieval Time: 0.1360 segundos
Consulta 330: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 52.87, Retrieval Time: 0.1370 segundos
Consulta 331: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.22, Retrieval Time: 0.1360 segundos
Consulta 332: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 49.93, Retrieval Time: 0.1356 segundos
Consulta 333: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 41.05, Retrieval Time: 0.1380 segundos
Consulta 334: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 35.57, Retrieval Time: 0.1330 segundos
Consulta 335: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.81, Retrieval Time: 0.1350 segundos
Consulta 336: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 51.93, Retrieval Time: 0.1370 segundos
Consulta 337: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.34, Retrieval Time: 0.1380 segundos
Consulta 338: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 44.49, Retrieval Time: 0.1336 segundos
Consulta 339: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 47.85, Retrieval Time: 0.1330 segundos
Consulta 340: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 52.31, Retrieval Time: 0.1360 segundos
Consulta 341: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 43.62, Retrieval Time: 0.1370 segundos
Consulta 342: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 55.11, Retrieval Time: 0.1370 segundos
Consulta 343: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 47.76, Retrieval Time: 0.1371 segundos
Consulta 344: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 44.76, Retrieval Time: 0.1361 segundos
Consulta 345: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.67, Retrieval Time: 0.1370 segundos
Consulta 346: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 44.03, Retrieval Time: 0.1360 segundos
Consulta 347: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 60.83, Retrieval Time: 0.1360 segundos
Consulta 348: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.73, Retrieval Time: 0.1361 segundos
Consulta 349: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 45.61, Retrieval Time: 0.1339 segundos
Consulta 350: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.89, Retrieval Time: 0.1455 segundos
Consulta 351: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 38.28, Retrieval Time: 0.1360 segundos
Consulta 352: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 44.81, Retrieval Time: 0.1380 segundos
Consulta 353: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 44.61, Retrieval Time: 0.1430 segundos
Consulta 354: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 52.08, Retrieval Time: 0.1365 segundos
Consulta 355: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 50.61, Retrieval Time: 0.1380 segundos
Consulta 356: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 47.28, Retrieval Time: 0.1396 segundos
Consulta 357: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 40.77, Retrieval Time: 0.1370 segundos
Consulta 358: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 50.77, Retrieval Time: 0.1375 segundos
Consulta 359: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 43.54, Retrieval Time: 0.1406 segundos
Consulta 360: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 47.39, Retrieval Time: 0.1440 segundos
Consulta 361: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 40.10, Retrieval Time: 0.1385 segundos
Consulta 362: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 53.79, Retrieval Time: 0.1370 segundos
Consulta 363: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 47.77, Retrieval Time: 0.1400 segundos
Consulta 364: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 35.56, Retrieval Time: 0.1670 segundos
Consulta 365: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.02, Retrieval Time: 0.1443 segundos
Consulta 366: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.91, Retrieval Time: 0.1400 segundos
Consulta 367: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.53, Retrieval Time: 0.1350 segundos
Consulta 368: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 50.12, Retrieval Time: 0.1370 segundos
Consulta 369: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 36.83, Retrieval Time: 0.1370 segundos
Consulta 370: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 44.57, Retrieval Time: 0.1360 segundos
Consulta 371: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 33.80, Retrieval Time: 0.1380 segundos
Consulta 372: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.82, Retrieval Time: 0.1350 segundos
Consulta 373: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 44.52, Retrieval Time: 0.1341 segundos
Consulta 374: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 36.10, Retrieval Time: 0.1420 segundos
Consulta 375: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 36.71, Retrieval Time: 0.1340 segundos
Consulta 376: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 44.60, Retrieval Time: 0.1350 segundos
Consulta 377: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 43.40, Retrieval Time: 0.1370 segundos
Consulta 378: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 58.52, Retrieval Time: 0.1350 segundos
Consulta 379: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.11, Retrieval Time: 0.1341 segundos
Consulta 380: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 47.13, Retrieval Time: 0.2040 segundos
Consulta 381: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 36.67, Retrieval Time: 0.1370 segundos
Consulta 382: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 46.77, Retrieval Time: 0.1400 segundos
Consulta 383: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.66, Retrieval Time: 0.1350 segundos
Consulta 384: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.99, Retrieval Time: 0.1390 segundos
Consulta 385: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 48.35, Retrieval Time: 0.1380 segundos
Consulta 386: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 50.54, Retrieval Time: 0.1389 segundos
Consulta 387: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 39.79, Retrieval Time: 0.1371 segundos
Consulta 388: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.00, Retrieval Time: 0.1346 segundos
Consulta 389: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 48.32, Retrieval Time: 0.1370 segundos
Consulta 390: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 45.22, Retrieval Time: 0.1390 segundos
Consulta 391: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 44.53, Retrieval Time: 0.1410 segundos
Consulta 392: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 55.59, Retrieval Time: 0.1380 segundos
Consulta 393: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 39.43, Retrieval Time: 0.1400 segundos
Consulta 394: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 50.83, Retrieval Time: 0.1350 segundos
Consulta 395: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 42.03, Retrieval Time: 0.1371 segundos
Consulta 396: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 42.44, Retrieval Time: 0.1400 segundos
Consulta 397: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.41, Retrieval Time: 0.1370 segundos
Consulta 398: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 50.19, Retrieval Time: 0.1430 segundos
Consulta 399: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 39.49, Retrieval Time: 0.1560 segundos
Consulta 400: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 33.38, Retrieval Time: 0.1389 segundos
Consulta 401: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 47.69, Retrieval Time: 0.1380 segundos
Consulta 402: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 51.35, Retrieval Time: 0.1340 segundos
Consulta 403: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.65, Retrieval Time: 0.1360 segundos
Consulta 404: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 54.32, Retrieval Time: 0.1353 segundos
Consulta 405: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 39.73, Retrieval Time: 0.1420 segundos
Consulta 406: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 50.23, Retrieval Time: 0.1361 segundos
Consulta 407: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.74, Retrieval Time: 0.1370 segundos
Consulta 408: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 53.68, Retrieval Time: 0.1351 segundos
Consulta 409: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 37.66, Retrieval Time: 0.1360 segundos
Consulta 410: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.15, Retrieval Time: 0.1350 segundos
Consulta 411: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 48.25, Retrieval Time: 0.1424 segundos
Consulta 412: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.21, Retrieval Time: 0.1350 segundos
Consulta 413: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 46.54, Retrieval Time: 0.1346 segundos
Consulta 414: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 45.50, Retrieval Time: 0.1330 segundos
Consulta 415: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 50.82, Retrieval Time: 0.1360 segundos
Consulta 416: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.92, Retrieval Time: 0.1341 segundos
Consulta 417: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 40.24, Retrieval Time: 0.1340 segundos
Consulta 418: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 32.93, Retrieval Time: 0.1337 segundos
Consulta 419: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.99, Retrieval Time: 0.1410 segundos
Consulta 420: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.97, Retrieval Time: 0.1460 segundos
Consulta 421: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 46.96, Retrieval Time: 0.1380 segundos
Consulta 422: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.05, Retrieval Time: 0.1400 segundos
Consulta 423: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 40.86, Retrieval Time: 0.1370 segundos
Consulta 424: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.23, Retrieval Time: 0.1400 segundos
Consulta 425: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 53.06, Retrieval Time: 0.1370 segundos
Consulta 426: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 46.92, Retrieval Time: 0.1360 segundos
Consulta 427: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 45.59, Retrieval Time: 0.1371 segundos
Consulta 428: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.70, Retrieval Time: 0.1360 segundos
Consulta 429: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 48.56, Retrieval Time: 0.1331 segundos
Consulta 430: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 46.62, Retrieval Time: 0.1380 segundos
Consulta 431: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 49.98, Retrieval Time: 0.1394 segundos
Consulta 432: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 34.43, Retrieval Time: 0.1380 segundos
Consulta 433: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 50.41, Retrieval Time: 0.1370 segundos
Consulta 434: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.29, Retrieval Time: 0.1370 segundos
Consulta 435: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 47.80, Retrieval Time: 0.1350 segundos
Consulta 436: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 43.18, Retrieval Time: 0.1350 segundos
Consulta 437: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.22, Retrieval Time: 0.1360 segundos
Consulta 438: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.12, Retrieval Time: 0.1318 segundos
Consulta 439: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 47.36, Retrieval Time: 0.1351 segundos
Consulta 440: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 56.69, Retrieval Time: 0.1347 segundos
Consulta 441: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.01, Retrieval Time: 0.1350 segundos
Consulta 442: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 54.34, Retrieval Time: 0.1360 segundos
Consulta 443: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.52, Retrieval Time: 0.1390 segundos
Consulta 444: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 56.82, Retrieval Time: 0.1350 segundos
Consulta 445: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.63, Retrieval Time: 0.1340 segundos
Consulta 446: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.67, Retrieval Time: 0.1360 segundos
Consulta 447: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.50, Retrieval Time: 0.1360 segundos
Consulta 448: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 44.42, Retrieval Time: 0.1350 segundos
Consulta 449: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 51.79, Retrieval Time: 0.1365 segundos
Consulta 450: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 43.24, Retrieval Time: 0.1350 segundos
Consulta 451: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 45.87, Retrieval Time: 0.1360 segundos
Consulta 452: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 47.05, Retrieval Time: 0.1340 segundos
Consulta 453: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.34, Retrieval Time: 0.1406 segundos
Consulta 454: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 46.93, Retrieval Time: 0.2530 segundos
Consulta 455: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 42.49, Retrieval Time: 0.1418 segundos
Consulta 456: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 52.24, Retrieval Time: 0.1363 segundos
Consulta 457: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 49.53, Retrieval Time: 0.1380 segundos
Consulta 458: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 46.30, Retrieval Time: 0.1380 segundos
Consulta 459: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.94, Retrieval Time: 0.1399 segundos
Consulta 460: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 48.34, Retrieval Time: 0.1340 segundos
Consulta 461: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 44.34, Retrieval Time: 0.1370 segundos
